features,levels,decision,supportRHS,accuracyRHS,Therotical_Accuracy,cuts,cut1,cut2,cut3,cut4,Combinatorial_gain
"KIR3DL0,F2RL3","1,3",NonProt,6,1,0.901639344262295,"value<cut,value>cut",2.9035,-1.5483,,,-0.0983606557377049
"X00000053274,KIR3DL0","2,1",NonProt,6,1,0.808080808080808,"cut<value<cut,value<cut",-0.3996,1.2815,2.9505,,-0.191919191919192
"KIR3DL0,CTH","1,3",NonProt,6,1,0.536585365853659,"value<cut,value>cut",2.88633,-0.8744,,,-0.463414634146341
"LOC719667,TARM1","3,3",NonProt,7,1,0.441176470588235,"value>cut,value>cut",4.98919,2.02135,,,-0.558823529411765
"LOC719667,KIR3DL0","3,1",NonProt,6,1,0.589390962671906,"value>cut,value<cut",4.98417,2.88633,,,-0.410609037328094
"TARM1,CTH","3,3",NonProt,6,1,0.149253731343284,"value>cut,value>cut",1.97268,-0.7964,,,-0.850746268656716
A1BG,3,Prot,10,0.91098,0.152901313002965,value>cut,-1.4227,,,,-0.758078686997035
"KIR3DL0,ZNF576","2,2",Prot,6,0.85714,0.0716360441947661,"cut<value<cut,cut<value<cut",2.9505,3.7,3.741,3.9385,-0.785503955805234
"A1BG,LTC4S","3,1",Prot,6,1,0.485361758518871,"value>cut,value<cut",-1.45523,-0.46503,,,-0.514638241481129
"A1BG,X00000058729","3,3",Prot,6,0.95238,0.386029091988191,"value>cut,value>cut",-1.4275,-2.40723,,,-0.566350908011809
"KIR3DL0,DLK1","2,2",Prot,6,1,0.125029621393026,"cut<value<cut,cut<value<cut",2.9505,3.7,-1.8118,0.1419,-0.874970378606974
"F2RL3,A1BG","1,3",Prot,6,1,0.939717769557474,"value<cut,value>cut",-3.3308,-1.3534,,,-0.0602822304425263
"TNNT2,A1BG","1,3",Prot,6,1,0.403652627655609,"value<cut,value>cut",-2.4445,-1.4227,,,-0.596347372344391
"LTC4S,HCN2","1,1",Prot,6,0.8631,0.259667439248563,"value<cut,value<cut",-0.40643,-2.90567,,,-0.603432560751438
"A1BG,HEY1","3,1",Prot,6,1,0.300056870379282,"value>cut,value<cut",-1.40897,-1.94923,,,-0.699943129620718
"VSTM1,LOC709056","3,1",NonProt,7,1,0.389483933787731,"value>cut,value<cut",5.17313,-0.427,,,-0.610516066212269
"LOC709056,CTH","1,3",NonProt,6,0.97619,0.677966101694915,"value<cut,value>cut",-0.39488,-0.7203,,,-0.298223898305085
"TARM1,LILRB1","3,3",NonProt,6,1,0.125523012552301,"value>cut,value>cut",1.9697,7.693,,,-0.874476987447699
"TNNT2,TARM1","3,3",NonProt,6,0.97143,0.0731707317073171,"value>cut,value>cut",-0.69654,1.98636,,,-0.898259268292683
"LOC709056,KRTAP29.1","1,2",NonProt,7,1,0.491071428571429,"value<cut,cut<value<cut",-0.40291,-5.00669,-1.60675,,-0.508928571428571
"X00000037843,RBM46","2,1",NonProt,6,0.85714,0.841995841995842,"cut<value<cut,value<cut",2.473,2.7446,-2.4869,,-0.015144158004158
"LOC719667,X00000056965","3,1",NonProt,6,1,0.797872340425532,"value>cut,value<cut",5.00238,-3.4486,,,-0.202127659574468
"KIR3DL0,LOC701920","1,1",NonProt,6,1,0.391459074733096,"value<cut,value<cut",2.81363,5.25713,,,-0.608540925266904
"X00000064715,TMX2","1,1",NonProt,6,0.85714,0.173913043478261,"value<cut,value<cut",-0.0934,2.857,,,-0.683226956521739
"TMX2,MYH15","1,2",NonProt,6,0.85714,0.292553191489362,"value<cut,cut<value<cut",2.857,-2.1852,-1.484,,-0.564586808510638
"THRB,HCN2","3,3",NonProt,6,0.95238,0.149253731343284,"value>cut,value>cut",-3.19057,-2.14795,,,-0.803126268656716
"KIR3DL0,X00000064715","1,1",NonProt,6,1,0.681959082455053,"value<cut,value<cut",2.9035,-0.01805,,,-0.318040917544947
"X00000037843,F2RL3","1,1",Prot,6,0.90476,0.263210407152999,"value<cut,value<cut",2.4711,-3.39037,,,-0.641549592847001
"LOC709056,ESR1","2,3",Prot,6,0.95238,0.0641873871176036,"cut<value<cut,value>cut",-0.427,0.7151,1.05813,,-0.888192612882396
"C5H4orf45,USP31","1,1",Prot,6,0.85714,0.412279354308727,"value<cut,value<cut",0.34017,0.22357,,,-0.444860645691273
"X00000053012,C5H4orf45","3,1",Prot,6,0.88929,0.511695569315492,"value>cut,value<cut",2.87166,0.2548,,,-0.377594430684508
"TARM1,TRIM16","1,3",Prot,6,0.92857,0.0602607776342065,"value<cut,value>cut",1.369,-0.9464,,,-0.868309222365794
"TARM1,CBS","1,3",Prot,6,0.85714,0.252860144758347,"value<cut,value>cut",1.369,-0.0623,,,-0.604279855241653
"X00000037843,X00000059200","1,3",Prot,6,1,0.176509946215806,"value<cut,value>cut",2.46764,2.81416,,,-0.823490053784194
"LOC701920,A1BG","3,3",Prot,6,1,0.588300883437688,"value>cut,value>cut",5.5238,-1.44232,,,-0.411699116562312
"CBS,TRIM16","3,3",Prot,6,1,0.139747946148221,"value>cut,value>cut",-0.0623,-0.9464,,,-0.860252053851779
"X00000037843,KIR3DL0","1,2",Prot,6,1,0.138493844942353,"value<cut,cut<value<cut",2.4673,2.86167,3.656,,-0.861506155057647
"X00000053274,LTC4S","3,1",Prot,6,1,0.461605760818359,"value>cut,value<cut",1.31457,-0.40033,,,-0.538394239181641
"KIR3DL0,LTC4S","2,1",Prot,6,1,0.058694666221686,"cut<value<cut,value<cut",2.85425,3.7,-0.4186,,-0.941305333778314
"LILRB1,HCN2","1,2",Prot,6,0.85714,0.285769553546452,"value<cut,cut<value<cut",7.255,-2.8193,-2.1949,,-0.571370446453548
"A1BG,THRB","3,1",Prot,7,1,0.0827791790873653,"value>cut,value<cut",-1.4146,-4.87432,,,-0.917220820912635
"LILRB1,A1BG","1,3",Prot,7,1,0.655798833540491,"value<cut,value>cut",7.29283,-1.43665,,,-0.344201166459509
"KIR3DL0,LAMC1","2,2",Prot,6,1,0.0932871514255793,"cut<value<cut,cut<value<cut",2.9505,3.7,0.903,1.8291,-0.906712848574421
"FABP5,X00000037843","2,1",Prot,6,1,0.151549967962173,"cut<value<cut,value<cut",1.99295,2.45695,2.47008,,-0.848450032037827
"TMEM38A,LOC114669850","2,2",NonProt,6,0.92857,0.370860927152318,"cut<value<cut,cut<value<cut",2.74925,3.15075,-0.0248,1.51495,-0.557709072847682
"X00000059200,X00000064369","1,1",NonProt,6,1,0.593824228028504,"value<cut,value<cut",-0.42692,2.57567,,,-0.406175771971497
"FABP5,LOC702786","3,2",NonProt,6,1,0.714285714285714,"value>cut,cut<value<cut",2.5016,-5.02065,-1.90228,,-0.285714285714286
"KRTAP29.1,HCN2","2,3",NonProt,6,1,0.940438871473354,"cut<value<cut,value>cut",-4.98058,-1.7825,-2.13925,,-0.0595611285266458
"X00000059200,ZNF576","1,1",NonProt,6,1,0.323624595469256,"value<cut,value<cut",-0.4139,3.741,,,-0.676375404530744
"VSTM1,TRIM16","1,3",Prot,6,0.90476,0.0699476845572564,"value<cut,value>cut",4.4315,-0.98153,,,-0.834812315442744
"X00000059200,KRTAP29.1","3,3",Prot,6,0.86012,0.588300883437688,"value>cut,value>cut",2.79133,-1.70158,,,-0.271819116562312
"A1BG,ZNF576","2,1",NonProt,6,0.85714,0.871040723981901,"cut<value<cut,value<cut",-1.9115,-1.4275,3.74767,,0.0139007239819005
"TARM1,ESR1","3,1",NonProt,6,0.85714,0.125523012552301,"value>cut,value<cut",1.9697,0.6029,,,-0.731616987447699
"DLK1,X00000059995","3,1",NonProt,6,1,0.658682634730539,"value>cut,value<cut",-0.0066,-0.44865,,,-0.341317365269461
"KRTAP29.1,CTH","2,3",NonProt,6,0.94866,0.940438871473354,"cut<value<cut,value>cut",-4.9885,-1.22756,-0.74224,,-0.00822112852664569
"LOC709056,LILRB1","1,3",NonProt,6,1,0.634615384615385,"value<cut,value>cut",-0.427,7.699,,,-0.365384615384615
"C5H4orf45,ZNF576","3,1",NonProt,6,1,0.337909186906019,"value>cut,value<cut",1.86053,3.74233,,,-0.662090813093981
"X00000037843,TARM1","3,3",NonProt,6,0.89286,0.321428571428571,"value>cut,value>cut",2.8718,2.0257,,,-0.571431428571429
"TARM1,SMIM2","3,3",NonProt,6,0.86541,0.18957345971564,"value>cut,value>cut",1.98358,1.01142,,,-0.67583654028436
"VSTM1,TARM1","3,3",NonProt,6,0.8373,0.344827586206897,"value>cut,value>cut",5.20675,1.99108,,,-0.492472413793104
"KIR3DL0,LTC4S","1,3",NonProt,6,1,0.583941605839416,"value<cut,value>cut",2.9505,0.5971,,,-0.416058394160584
