Sample ID;Group;Vaccine Description;RhCMV Status;vaccine route of inoculation;protectionStatus;AnimalID;Time_Point;Sex;Age;Study Event;PAXgene Sample Collection Date
G078_O07_ABL3_32319_D7;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;32319;D7;female;;D7 of prime;
G244_O07_ABL3_32319_D126;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;32319;D126;female;;D0 of boost;
G272_O07_ABL3_32319_D129;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;32319;D129;female;;D3 of boost;
G300_O07_ABL3_32319_D133;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;32319;D133;female;;D7 of boost;
G466_O07_ABL3_32319_D455;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;32319;PreChal (D455);female;;PreChallenge;
G023_O07_ABL3_32624_D0;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;32624;D0;female;;baseline;
G051_O07_ABL3_32624_D3;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;32624;D3;female;;D3 of prime;
G079_O07_ABL3_32624_D7;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;32624;D7;female;;D7 of prime;
G245_O07_ABL3_32624_D126;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;32624;D126;female;;D0 of boost;
G273_O07_ABL3_32624_D129;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;32624;D129;female;;D3 of boost;
G301_O07_ABL3_32624_D133;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;32624;D133;female;;D7 of boost;
G467_O07_ABL3_32624_D455;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;32624;PreChal (D455);female;;PreChallenge;
G024_O07_ABL3_32751_D0;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;NonProt;32751;D0;female;;baseline;
G052_O07_ABL3_32751_D3;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;NonProt;32751;D3;female;;D3 of prime;
G080_O07_ABL3_32751_D7;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;NonProt;32751;D7;female;;D7 of prime;
G246_O07_ABL3_32751_D126;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;NonProt;32751;D126;female;;D0 of boost;
G274_O07_ABL3_32751_D129;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;NonProt;32751;D129;female;;D3 of boost;
G302_O07_ABL3_32751_D133;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;NonProt;32751;D133;female;;D7 of boost;
G468_O07_ABL3_32751_D455;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;NonProt;32751;PreChal (D455);female;;PreChallenge;
G025_O07_ABL3_32886_D0;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;32886;D0;female;;baseline;
G053_O07_ABL3_32886_D3;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;32886;D3;female;;D3 of prime;
G081_O07_ABL3_32886_D7;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;32886;D7;female;;D7 of prime;
G247_O07_ABL3_32886_D126;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;32886;D126;female;;D0 of boost;
G275_O07_ABL3_32886_D129;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;32886;D129;female;;D3 of boost;
G303_O07_ABL3_32886_D133;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;32886;D133;female;;D7 of boost;
G469_O07_ABL3_32886_D455;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;32886;PreChal (D455);female;;PreChallenge;
G026_O07_ABL3_32931_D0;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;32931;D0;female;;baseline;
G054_O07_ABL3_32931_D3;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;32931;D3;female;;D3 of prime;
G082_O07_ABL3_32931_D7;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;32931;D7;female;;D7 of prime;
G248_O07_ABL3_32931_D126;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;32931;D126;female;;D0 of boost;
G276_O07_ABL3_32931_D129;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;32931;D129;female;;D3 of boost;
G304_O07_ABL3_32931_D133;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;32931;D133;female;;D7 of boost;
G470_O07_ABL3_32931_D455;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;32931;PreChal (D455);female;;PreChallenge;
G027_O07_ABL3_33495_D0;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;33495;D0;female;;baseline;
G055_O07_ABL3_33495_D3;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;33495;D3;female;;D3 of prime;
G083_O07_ABL3_33495_D7;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;33495;D7;female;;D7 of prime;
G249_O07_ABL3_33495_D126;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;33495;D126;female;;D0 of boost;
G277_O07_ABL3_33495_D129;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;33495;D129;female;;D3 of boost;
G305_O07_ABL3_33495_D133;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;33495;D133;female;;D7 of boost;
G471_O07_ABL3_33495_D455;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;33495;PreCha (D455)l;female;;PreChallenge;
G028_O07_ABL3_33705_D0;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;33705;D0;female;;baseline;
G056_O07_ABL3_33705_D3;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;33705;D3;female;;D3 of prime;
G084_O07_ABL3_33705_D7;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;33705;D7;female;;D7 of prime;
G250_O07_ABL3_33705_D126;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;33705;D126;female;;D0 of boost;
G278_O07_ABL3_33705_D129;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;33705;D129;female;;D3 of boost;
G306_O07_ABL3_33705_D133;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;33705;D133;female;;D7 of boost;
G472_O07_ABL3_33705_D455;ABL3_C;RhCMV 68-1 Rh156,108 miR126 Gag/RTN/Pol-ST;RhCMVpos;SubQ;Prot;33705;PreChal (D455);female;;PreChallenge;
G001_O06_ABL2_A1_32019_D0;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32019;D0;male;;baseline;2017-05-30
G037_O06_ABL2_A1_32019_D3;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32019;D3;male;;D3 of prime;2017-06-02
G073_O06_ABL2_A1_32019_D7;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32019;D7;male;;D7 of prime;2017-06-06
G109_O06_ABL2_A1_32019_D98;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32019;D98;male;;D0 of boost;2017-09-05
G145_O06_ABL2_A1_32019_D101;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32019;D101;male;;D3 of boost;2017-09-08
G181_O06_ABL2_A1_32019_D105;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32019;D105;male;;D7 of boost;2017-09-12
G359_O06_ABL2_A1_32019_D462;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32019;PreChal (D462);male;;PreChallenge;2018-09-04
G002_O06_ABL2_A1_32215_D0;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32215;D0;male;;baseline;
G038_O06_ABL2_A1_32215_D3;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32215;D3;male;;D3 of prime;
G074_O06_ABL2_A1_32215_D7;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32215;D7;male;;D7 of prime;
G110_O06_ABL2_A1_32215_D98;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32215;D98;male;;D0 of boost;2017-09-05
G146_O06_ABL2_A1_32215_D101;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32215;D101;male;;D3 of boost;
G182_O06_ABL2_A1_32215_D105;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32215;D105;male;;D7 of boost;
G360_O06_ABL2_A1_32215_D462;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32215;PreChal (D462);male;;PreChallenge;
G003_O06_ABL2_A1_32321_D0;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32321;D0;male;;baseline;
G039_O06_ABL2_A1_32321_D3;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32321;D3;male;;D3 of prime;
G075_O06_ABL2_A1_32321_D7;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32321;D7;male;;D7 of prime;
G111_O06_ABL2_A1_32321_D98;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32321;D98;male;;D0 of boost;2017-09-05
G147_O06_ABL2_A1_32321_D101;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32321;D101;male;;D3 of boost;
G183_O06_ABL2_A1_32321_D105;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32321;D105;male;;D7 of boost;
G361_O06_ABL2_A1_32321_D462;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32321;PreChal (D462);male;;PreChallenge;
G004_O06_ABL2_A1_32485_D0;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32485;D0;male;;baseline;
G040_O06_ABL2_A1_32485_D3;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32485;D3;male;;D3 of prime;
G076_O06_ABL2_A1_32485_D7;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32485;D7;male;;D7 of prime;
G112_O06_ABL2_A1_32485_D98;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32485;D98;male;;D0 of boost;2017-09-05
G148_O06_ABL2_A1_32485_D101;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32485;D101;male;;D3 of boost;
G184_O06_ABL2_A1_32485_D105;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32485;D105;male;;D7 of boost;
G362_O06_ABL2_A1_32485_D462;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32485;PreChal (D462);male;;PreChallenge;
G005_O06_ABL2_A1_32778_D0;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32778;D0;male;;baseline;
G041_O06_ABL2_A1_32778_D3;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32778;D3;male;;D3 of prime;
G077_O06_ABL2_A1_32778_D7;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32778;D7;male;;D7 of prime;
G113_O06_ABL2_A1_32778_D98;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32778;D98;male;;D0 of boost;2017-09-05
G149_O06_ABL2_A1_32778_D101;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32778;D101;male;;D3 of boost;
G185_O06_ABL2_A1_32778_D105;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32778;D105;male;;D7 of boost;
G363_O06_ABL2_A1_32778_D462;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;32778;PreChal (D462);male;;PreChallenge;
G006_O06_ABL2_A1_32814_D0;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;Prot;32814;D0;male;;baseline;
G042_O06_ABL2_A1_32814_D3;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;Prot;32814;D3;male;;D3 of prime;
G078_O06_ABL2_A1_32814_D7;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;Prot;32814;D7;male;;D7 of prime;
G114_O06_ABL2_A1_32814_D98;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;Prot;32814;D98;male;;D0 of boost;2017-09-05
G150_O06_ABL2_A1_32814_D101;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;Prot;32814;D101;male;;D3 of boost;
G186_O06_ABL2_A1_32814_D105;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;Prot;32814;D105;male;;D7 of boost;
G364_O06_ABL2_A1_32814_D462;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;Prot;32814;PreChal (D462);male;;PreChallenge;
G007_O06_ABL2_A1_33879_D0;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;33879;D0;male;;baseline;
G043_O06_ABL2_A1_33879_D3;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;33879;D3;male;;D3 of prime;
G079_O06_ABL2_A1_33879_D7;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;33879;D7;male;;D7 of prime;
G115_O06_ABL2_A1_33879_D98;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;33879;D98;male;;D0 of boost;2017-09-05
G151_O06_ABL2_A1_33879_D101;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;33879;D101;male;;D3 of boost;
G187_O06_ABL2_A1_33879_D105;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;33879;D105;male;;D7 of boost;
G365_O06_ABL2_A1_33879_D462;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;33879;PreChal (D462);male;;PreChallenge;
G008_O06_ABL2_A1_33900_D0;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;33900;D0;male;;baseline;
G044_O06_ABL2_A1_33900_D3;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;33900;D3;male;;D3 of prime;
G080_O06_ABL2_A1_33900_D7;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;33900;D7;male;;D7 of prime;
G116_O06_ABL2_A1_33900_D98;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;33900;D98;male;;D0 of boost;2017-09-05
G152_O06_ABL2_A1_33900_D101;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;33900;D101;male;;D3 of boost;
G188_O06_ABL2_A1_33900_D105;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;33900;D105;male;;D7 of boost;
G366_O06_ABL2_A1_33900_D462;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;33900;PreChal (D462);male;;PreChallenge;
G009_O06_ABL2_A1_35808_D0;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;Prot;35808;D0;male;;baseline;
G045_O06_ABL2_A1_35808_D3;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;Prot;35808;D3;male;;D3 of prime;
G081_O06_ABL2_A1_35808_D7;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;Prot;35808;D7;male;;D7 of prime;
G117_O06_ABL2_A1_35808_D98;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;Prot;35808;D98;male;;D0 of boost;2017-09-05
G153_O06_ABL2_A1_35808_D101;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;Prot;35808;D101;male;;D3 of boost;
G189_O06_ABL2_A1_35808_D105;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;Prot;35808;D105;male;;D7 of boost;
G367_O06_ABL2_A1_35808_D462;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;Prot;35808;PreChal (D462);male;;PreChallenge;
G010_O06_ABL2_A1_35815_D0;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;35815;D0;male;;baseline;
G046_O06_ABL2_A1_35815_D3;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;35815;D3;male;;D3 of prime;
G082_O06_ABL2_A1_35815_D7;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;35815;D7;male;;D7 of prime;
G118_O06_ABL2_A1_35815_D98;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;35815;D98;male;;D0 of boost;2017-09-05
G154_O06_ABL2_A1_35815_D101;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;35815;D101;male;;D3 of boost;
G190_O06_ABL2_A1_35815_D105;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;35815;D105;male;;D7 of boost;
G368_O06_ABL2_A1_35815_D462;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;35815;PreChal (D462);male;;PreChallenge;
G011_O06_ABL2_A1_35890_D0;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;35890;D0;male;;baseline;
G047_O06_ABL2_A1_35890_D3;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;35890;D3;male;;D3 of prime;
G083_O06_ABL2_A1_35890_D7;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;35890;D7;male;;D7 of prime;
G119_O06_ABL2_A1_35890_D98;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;35890;D98;male;;D0 of boost;2017-09-05
G155_O06_ABL2_A1_35890_D101;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;35890;D101;male;;D3 of boost;
G191_O06_ABL2_A1_35890_D105;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;35890;D105;male;;D7 of boost;
G369_O06_ABL2_A1_35890_D462;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;NonProt;35890;PreChal (D462);male;;PreChallenge;
G012_O06_ABL2_A1_35916_D0;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;Prot;35916;D0;male;;baseline;
G048_O06_ABL2_A1_35916_D3;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;Prot;35916;D3;male;;D3 of prime;
G084_O06_ABL2_A1_35916_D7;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;Prot;35916;D7;male;;D7 of prime;
G120_O06_ABL2_A1_35916_D98;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;Prot;35916;D98;male;;D0 of boost;2017-09-05
G156_O06_ABL2_A1_35916_D101;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;Prot;35916;D101;male;;D3 of boost;
G192_O06_ABL2_A1_35916_D105;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;Prot;35916;D105;male;;D7 of boost;
G370_O06_ABL2_A1_35916_D462;ABL2_A1;RhCMV 68-1 miR124 ?Rh107-FLpol/?pp71-FLgag/nef;RhCMVpos;SubQ;Prot;35916;PreChal (D462);male;;PreChallenge;
G013_O06_ABL2_A2_32017_D0;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;32017;D0;male;;baseline;
G049_O06_ABL2_A2_32017_D3;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;32017;D3;male;;D3 of prime;
G085_O06_ABL2_A2_32017_D7;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;32017;D7;male;;D7 of prime;
G121_O06_ABL2_A2_32017_D98;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;32017;D98;male;;D0 of boost;2017-09-06
G157_O06_ABL2_A2_32017_D101;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;32017;D101;male;;D3 of boost;
G193_O06_ABL2_A2_32017_D105;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;32017;D105;male;;D7 of boost;
G371_O06_ABL2_A2_32017_D462;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;32017;PreChal (D462);male;;PreChallenge;
